https://movies.stackexchange.com/questions/77942/whats-the-difference-between-and-and-in-movie-credits/77943#77943,0,True,"I recall hearing once that there was a difference (due to guild rules) between the use of ""and"" and ""&"" when discussing collaborations. For example, a film that has

Screenplay by Bob Loblaw and Dr. Dre

means that the writing was divided differently than

Screenplay by Abraham Lincoln & Bobcat Goldthwait 

which is different again from one that says

Screenplay by Alan Smithee and Trogdar the Burninator & Guy Ritchie

What are the rules, and is it consistent amongst the guilds? I.e, do Director collaborations also have the same semantics?",dvaeg,"3,379","
            158
        "
https://movies.stackexchange.com/questions/77942/whats-the-difference-between-and-and-in-movie-credits/77943#77943,1,False,"Found a couple of references although different countries may have different guidelines
Source A - US Rules

The ampersand (e.g. “Al Gough & Miles Millar”) means that the two writers are a team, and are treated as one person for WGA purposes.
The other version (e.g. “Josh Friedman and David Koepp”) indicates that the writers worked at different times. In this case, the screen credits manual says…

The order of writers’ names in a shared credit may be arbitrated. Generally, the most substantial contributor is entitled to first position credit. Where there is no agreement among the arbiters as to order of names, or where the Arbitration Committee determines that the credited writers’ contribution is equal, then the Arbitration Committee shall order the writers’ names chronologically.


Source B - Writers Guild of America

What is the difference between the word “and” and the ampersand (“&”) located between writers' names in a writing credit?
The word “and” designates that the writers wrote separately and an ampersand (“&”) denotes a writing team.",Paulie_D,131k,"
            198
        "
https://movies.stackexchange.com/questions/77942/whats-the-difference-between-and-and-in-movie-credits/77943#77943,2,False,"What are the rules, and is it consistent amongst the guilds? ie, do Director collaborations also use the same nomenclature?

In general, the Directors Guild of America (DGA) has a ""one director rule"" that prohibits multiple directors receiving credit on a film. Exceptions are made for established teams who share a creative vision (like the Coen Brothers, the Wachowskis, Phil Lord & Chris Miller, etc.). In the case of Lord & Miller, they are credited (on The Lego Movie, for instance) with an ampersand instead of spelling it out, which seems to support the same kind of interpretation that the Writers Guild uses. But that is just one example and may not be definitive.",Patrick Wynne,773,"
            20
        "
https://movies.stackexchange.com/questions/92955/why-are-the-american-flags-backwards-on-the-wardens-uniform-in-orange-is-the-ne/92957#92957,0,True,"Sadly, it needed me to get to the 4th season, till I recognized, that the American flags on the warden's uniform are wrong. They have the stars in the upper right corner, instead upleft. 

Is there a reason for this?",Oliver Friedrich,945,"
            89
        "
https://movies.stackexchange.com/questions/92955/why-are-the-american-flags-backwards-on-the-wardens-uniform-in-orange-is-the-ne/92957#92957,1,False,"It's traditional (but not required except in the military) for the US flag to be represented as flowing backwards as the person moves forwards.

Think of the flag, not as a patch, but as a loose flag attached to the Soldier's arm like a flag pole. As the Soldier moves forward, the red and white stripes will flow to the back.

This article explains it better than I can.

Civilians often wonder why the US Army Flag Patch is reversed. The answer is: not all Army Flag Patches are reversed, but only those worn on the right shoulder. The reason has to do with proper display of the flag.
The blue field of stars should always be in the highest position of honor. When viewing the flag on a wall, the highest position of honor is the upper left when displayed horizontally, and at the top (upper left) when displayed vertically. When displayed on a ""moving object"" like a person or vehicle, the highest position of honor is the front, and not the rear; so the field of blue should be displayed to the front.
In application, then, flags are displayed on moving vehicles with the blue-star field always displayed towards the front of the vehicle. In this way, the flag appears to be blowing in the wind as the vehicle travels forward (flags are always attached to their flag poles on the blue field side). If the flag were not reversed on the right hand side of the vehicle, the vehicle might appear to be moving backwards (or ""retreating"").
The next time you visit an airport, notice that the US-flagged aircraft also have a ""reverse"" flag painted on the right side of the aircraft.
For flag patches worn on uniforms, the same principle applies: the blue star field always faces towards the front, with the red and white stripes behind.
Think of the flag, not as a patch, but as a loose flag attached to the Soldier's arm like a flag pole. As the Soldier moves forward, the red and white stripes will flow to the back.",Paulie_D,131k,"
            179
        "
https://movies.stackexchange.com/questions/80544/which-version-of-blade-runner-is-blade-runner-2049-a-sequel-of/80548#80548,0,True,"I realise that this is a somewhat pedantic question, but: is it known precisely which version of Blade Runner (US theatrical release, international theatrical release, Director's Cut, Final Cut...) is Blade Runner 2049 a sequel of?
This is potentially significant since the various versions of Blade Runner give different hints on the nature of the characters and have different endings (especially important for the sequel). More details can be found on Wikipedia and in the related Movies & TV question What are the differences between the alternative versions of Blade Runner?
(I am not looking for opinions: for instance, have the screenwriters or other involved people mentioned this?)",DaG,"2,442","
            124
        "
https://movies.stackexchange.com/questions/80544/which-version-of-blade-runner-is-blade-runner-2049-a-sequel-of/80548#80548,1,False,"The director of Blade Runner 2049, Denis Villeneuve was asked this very question and his answer can be found at DenofGeek.com

So when Blade Runner 2049 director Denis Vileneuve met with reporters at San Diego Comic-Con, someone inevitably had to ask which version of Blade Runner is Blade Runner 2049 a sequel to. ""The thing is that I was raised with the first one,"" Vileneuve said, referring to the original theatrical cut. ""There was one Blade Runner at the time. I remember seeing the first movie and falling deeply in love with it.""
But his love for the original doesn't mean that there isn't room for nuance, or that he can't acknowledge the intent of Scott's later versions of the film. ""The key to making [Blade Runner 2049] was to be in between,"" Vileneuve said. ""[The theatrical version] is the story of a human falling in love with an artificial being, and the story of [the director's cut] is a replicant who doesn’t know he’s a replicant and slowly discovers his own identity. Those are two different stories.""
In order to tell his story without alienating fans who prefer one version of the story, the director went back to the source material, Philip K. Dick's Do Androids Dream of Electric Sheep? for inspiration. ""I felt that the key to deal with that was in the original novel,"" Villeneuve said. ""In the novel the characters are doubting themselves and they aren’t sure if they are replicants or not. From time to time the detectives are running scans on themselves to make sure that they are human. I love that idea so I decided that in the movie Deckard is unsure, as we are, of what his identity is. I love mystery.""
As for which version Harrison Ford and Scott consider to be the truth? ""Harrison and Ridley are still arguing about that,"" Vileneuve says. ""If you put them in the same room, they start to talk very loudly about it.""",Paulie_D,131k,"
            148
        "
https://movies.stackexchange.com/questions/80544/which-version-of-blade-runner-is-blade-runner-2049-a-sequel-of/80548#80548,2,False,"While Paulie_D already gives a very good answer right from the director himself, after having seen the film we can take a closer look at its story1, be it only to pretty much confirm what Villeneuve says, that
it's ambiguous and ultimately unimportant (i.e. all versions).
Let's first take a look at what the most significant differences are, the ones relevant to the sequel. As you said, we on the one hand have the different endings and on the other hand the much more ambiguous question of Deckard possibly being a replicant himself. I'll try to hide specific story elements about the new film behind spoilers blocks, seeing that the likely audience of this question are people who haven't seen 2049, but of course we won't get around discussing its broader themes.

Let's first take a look at the ending. The original theatrical version featured a rather happy ending where Deckard and Rachael drive through a beautiful countryside elaborating on the fact that Rachael might live longer than the normal 4 years of a Nexus 6 model. However, it's still unclear from Deckard's voice-over how long and nothing prevents her from dying a natural cause afterall:

Gaff had been there, and let her live. Four years, he figured. He was wrong. Tyrell had told me Rachael was special: no termination date. I didn't know how long we had together, who does?

And while the primary difference between the two endings is more of a tonal nature, from a plot-based point of view nothing really precludes the theatrical ending still happening after the director's cut one, but just not being shown. And while it presents an environment far different from the rest of the film (and taking some of its dystopian and dismal atmosphere from it), as we learn from 2049, the world might not have been a complete disaster by the 2010s yet (when it alludes to the collapse of the ecosystem in the 2020s).
If we look at the tone alone, the director's cut is a little less optimistic and more ambiguous about their future. And indeed, it wasn't all happy-go-lucky for Deckard and Rachael after leaving the city, but it wasn't all terrible either and they first and foremost did make it out of the city alive afterall.

 While they seemingly had to go into hiding, especially after the birth of their daughter, they did have their time together, even if a short time and ultimately shared the wonder of birth with eachother, even if that was of a short duration. And while Rachael does indeed die not too long afterwards, it's IMHO not entirely clear why. It could have been birth complications as well as a replicant timeout.

So you could say tonally it might be nearer to the ambiguity of the director's cut, but story-wise it doesn't make much of a difference.

Now the bigger question if Deckard is a replicant or not. While the director's cut hints at this possibility, it's still largely ambiguous. The biggest point is that we're considering it, and that's what makes it interesting, not necessarily the clear answer to it (even if both Ridley Scott and Harrison Ford claim to have their own clear answers to it). And you might be delighted to hear that the new movie doesn't answer that question either. In fact, it seems to dillute it even further by extending the things replicants are able to do,

 by having Rachael (who clearly is a replicant) have a child with Deckard. If she can procreate with a human, she might as well be able to do so with another replicant.

This on the one hand makes it more likely for someone to actually be a replicant by reducing the things that differenciate them from humans, but also makes the question more difficult to answer (and ultimately irrelevant, reducing it to an entirely bureaucratic technicality).

 Especially with the possibility of replicants having children, which is prominently used as a sign of their elevation beyond replicancy(?) in the movie. Is a replicant that's not made in a laboratory/factory but a womb still a replicant? If yes, then why?

And while the film still doesn't give an answer about Deckard's very own nature, it still keeps it ambiguous and leaves the possibility of him being a replicant open.

 While he obviously lives longer than a few years, we've seen later Nexus 8 models like Sapper do that too. And there is one specific scene during the ending when Deckard is in Wallace's office that explicitly picks up this idea, where Wallace hints at the possibility of Deckard having been specifically manufactured and set up to fall in love with Rachael for this very purpose of evolving replicant procreation. This is countered by Deckard claiming that he ""knows who he is"" (whatever that means). However, this seems more Wallace grabbing for straws and playing mind-games with Deckard than any genuine knowledge about the past and Tyrell's plans, especially after the blackout.


So to sum it up, it is really a sequel to both major versions, with a story being able to fit both and a tone and ambiguity setting it somewhere between the two. And this way it also doesn't give us the easy answer to what interpretation is the ultimate truth, since they all work and are probably up to us. We can believe Ridley or Harrison, or make up our own mind, possibly with the additional help from 2049, which doesn't seem to favour nor preclude any interpretation, but if anything makes the difference even more moot and shows us yet again that the question is more important than its answer.

1) And even if it is less based on interviews, it still tries to reason by the very movie itself and is thus not too much speculation. See it as an addition to Villeneuve's answer, solidfying it by specific proof from the film itself, so you know he didn't talk nonsense in his interview. ;-)",Napoleon Wilson,58.5k,"
            16
        "
https://movies.stackexchange.com/questions/89755/why-does-mycroft-call-the-us-a-colony-even-after-it-achieved-independence/89756#89756,0,True,"In Season 2 Episode 1, after Mycroft explodes Sherlock's belongings, he says something to Sherlock: ""Have a safe trip back to the colonies"". Sherlock was to return to New York. But the tv series is set in the 21st century, where the US has already achieved independence. Was this a movie mistake?",Simpleton,849,"
            41
        "
https://movies.stackexchange.com/questions/89755/why-does-mycroft-call-the-us-a-colony-even-after-it-achieved-independence/89756#89756,1,False,"No this is not a mistake.
It's just a British form of derogatory humour to continue to refer to the US as ""the Colonies"".
It's not something that would be used in everyday speech to refer to America but if the speaker wanted to imply that the US was in some way ""lesser"" they would put it down by using the term...as in former colonies, as though the War of Independence had never happened.
For the same reason, Americans are sometimes referred to by the British as ""colonial cousins"" and Australians as ""convicts"".
It's not intended to be offensive, just mildly (and perhaps humourously) insulting.",Paulie_D,131k,"
            147
        "
